Property_ID,Neighborhood,Year_Built,Number_of_Bedrooms,Property_Size,Sold_Year,Number_of_Bathrooms,Property_Type,Price,Address
7348,New Development,1921,5,2485,2022,4,Bungalow,393050,117 Rosehip Road
7349,New Development,1984,3,1097,2015,3,Bungalow,187610,57 Poppy Crescent
7350,University,1981,5,2068,2019,5,Semi-detached,364520,116 Academic Crescent
7351,University,1931,6,2057,2012,6,Bungalow,377980,184 Dean’s View
7352,New Development,1946,1,698,2022,1,Terraced,105740,31 Chestnut Mews
7353,City Centre,1933,5,2135,2016,5,Flat,395250,31 Station Road
7354,City Centre,2014,6,1665,2014,5,Terraced,334750,160 Victoria Parade
7355,City Centre,1926,1,653,2022,1,Bungalow,112950,122 Bridge Street
7356,Old Town,2001,1,693,2015,1,Terraced,84300,84 Manor Row
7357,City Centre,1943,5,2269,2015,5,Detached,415350,143 Grand Arcade
7358,Old Town,1929,1,774,2020,1,Semi-detached,92400,40 Manor Row
7359,Old Town,1932,2,1128,2014,2,Terraced,142800,165 Cross Keys Way
7361,University,2018,4,1390,2018,4,Semi-detached,199000,178 Professor’s Close
7362,Old Town,1955,6,1897,2017,5,Terraced,274700,175 Church Road
7363,University,1922,1,697,2022,1,Bungalow,112580,25 Varsity Place
7364,City Centre,1942,4,1229,2019,4,Bungalow,244350,70 Station Road
7365,City Centre,1982,1,755,2011,1,Semi-detached,128250,191 Parliament Street
7366,New Development,1953,1,600,2013,1,Terraced,93000,77 Willow Heights
7367,New Development,1994,5,2158,2022,5,Bungalow,355540,57 Willow Heights
7368,Old Town,1967,2,1087,2021,2,Flat,138700,192 The Green
7369,New Development,1952,6,1872,2012,6,Terraced,333360,151 Dahlia Court
7370,University,1982,2,1126,2015,2,Flat,187640,196 Freshers Row
7371,New Development,2016,3,1250,2020,3,Terraced,207500,120 Dahlia Court
7372,New Development,2001,5,1752,2010,5,Semi-detached,302760,198 Rosehip Road
7373,Old Town,1939,5,1795,2018,5,Flat,254500,84 Mill Street
7374,University,1959,2,966,2014,1,Detached,160240,186 Lecture Hall Lane
7375,New Development,1985,5,1839,2014,5,Bungalow,314070,114 Silverleaf Way
7376,City Centre,1908,2,978,2013,1,Semi-detached,171700,113 Grand Arcade
7377,University,1994,5,1677,2013,5,Flat,309780,40 Research Boulevard
7378,University,1909,1,667,2022,1,Detached,108380,129 Seminar Terrace
7379,Old Town,1909,2,943,2022,2,Terraced,124300,186 Bell Tower Street
7380,University,1929,2,1167,2010,2,Terraced,193380,192 Chancellor Road
7381,University,1909,4,1486,2018,4,Detached,268040,145 Varsity Place
7382,University,1957,5,1741,2018,5,Bungalow,318740,69 Seminar Terrace
7383,University,1935,5,2279,2022,5,Terraced,394060,80 Lab Street
7384,University,1981,2,968,2013,2,Terraced,165520,51 Varsity Place
7385,University,1943,1,655,2019,1,Terraced,106700,40 Lab Street
7386,University,1956,1,645,2019,1,Flat,105300,164 Academic Crescent
7387,University,1942,6,1774,2013,6,Flat,356100,146 Professor’s Close
7388,University,2011,1,727,2021,1,Bungalow,116780,159 Chancellor Road
7389,Old Town,1982,5,1449,2016,4,Semi-detached,214900,183 Manor Row
7390,City Centre,2006,4,1869,2013,4,Terraced,340350,88 Merchant Street
7391,University,1922,2,991,2010,2,Flat,168740,90 Seminar Terrace
7392,New Development,1903,3,1234,2020,3,Terraced,205420,43 Willow Heights
7393,Old Town,1911,4,1554,2022,3,Flat,210400,120 Butcher’s Row
7394,University,1948,3,1369,2018,3,Flat,250350,123 Academic Crescent
7395,Old Town,1923,4,1506,2011,4,Detached,210600,47 School House Lane
7396,City Centre,1912,1,690,2014,1,Detached,118500,13 Parliament Street
7397,New Development,1967,5,2163,2013,4,Flat,351190,38 Ivy Boulevard
7398,University,1990,3,1352,2017,3,Semi-detached,180200,80 Dean’s View
7399,Old Town,2001,4,1350,2015,4,Semi-detached,195000,119 Butcher’s Row
7400,City Centre,2002,5,1723,2016,5,Semi-detached,333450,115 Prince’s Gate
7401,City Centre,1971,3,1033,2011,3,Semi-detached,199950,54 Station Road
7402,New Development,1989,2,1062,2013,2,Terraced,168060,1 Sycamore Way
7403,University,1933,4,1744,2013,4,Bungalow,304160,179 College Road
7404,City Centre,1908,2,907,2021,2,Bungalow,166050,110 George Square
7405,City Centre,1909,1,815,2022,1,Semi-detached,137250,80 Clock Tower Road
7406,City Centre,2014,2,1244,2014,2,Flat,216600,9 Prince’s Gate
7407,University,1964,2,1002,2019,2,Flat,160260,173 Library Lane
7408,University,2011,6,1961,2013,6,Flat,364540,109 Exam Square
7409,University,2013,4,1655,2018,4,Terraced,291700,169 Chancellor Road
7410,New Development,1971,1,659,2017,1,Detached,100670,159 Aspen Gardens
7411,University,1973,2,1095,2020,1,Semi-detached,178300,98 Chancellor Road
7412,Old Town,1953,5,1942,2010,5,Bungalow,269200,127 Butcher’s Row
7413,New Development,1942,3,1336,2022,3,Detached,218680,99 Dahlia Court
7414,University,2012,2,1176,2017,2,Flat,206400,122 Professor’s Close
7415,University,1958,1,669,2020,1,Bungalow,108660,165 Seminar Terrace
7416,Old Town,1988,2,942,2018,1,Detached,119200,135 Mill Street
7417,New Development,1994,3,1429,2017,3,Detached,230770,185 Birch Grove
7419,City Centre,2021,4,1921,2021,3,Terraced,343150,150 Parliament Street
7420,City Centre,1958,1,750,2017,1,Semi-detached,127500,192 Parliament Street
7421,New Development,1966,4,1526,2021,3,Bungalow,253380,148 Juniper Walk
7422,Old Town,1960,1,609,2014,1,Terraced,75900,7 The Old Yard
7423,City Centre,2002,3,1082,2018,3,Terraced,207300,185 Station Road
7424,University,1937,3,1228,2018,3,Terraced,204640,112 Alumni Grove
7425,New Development,1998,1,720,2015,1,Semi-detached,108600,172 Juniper Walk
7426,University,1907,2,1110,2012,2,Semi-detached,196500,135 Lecture Hall Lane
7427,University,1964,3,1267,2021,2,Terraced,217380,177 College Road
7428,Old Town,1904,4,1422,2016,4,Terraced,202200,62 School House Lane
7429,University,2019,4,1572,2019,4,Detached,280080,104 Research Boulevard
7430,University,2014,5,1905,2016,5,Terraced,341700,129 Library Lane
7431,Old Town,1990,6,2591,2017,6,Semi-detached,349100,144 Church Road
7432,Old Town,2008,6,2575,2014,6,Semi-detached,347500,86 Heritage Close
7433,University,1989,6,1899,2014,6,Detached,374850,67 Dean’s View
7434,City Centre,1942,4,1691,2013,4,Flat,313650,79 Market Lane
7435,City Centre,1959,5,1687,2012,4,Semi-detached,323050,54 Albert Walk
7436,Old Town,2017,6,1952,2021,6,Flat,285200,77 School House Lane
7437,University,1925,6,2512,2017,5,Flat,436680,107 Seminar Terrace
7438,Old Town,1910,1,690,2020,1,Semi-detached,84000,192 Cross Keys Way
7439,City Centre,1933,1,732,2015,1,Semi-detached,124800,148 Albert Walk
7440,University,2004,1,727,2015,1,Flat,116780,44 Freshers Row
7441,City Centre,1901,2,992,2011,2,Semi-detached,178800,46 Station Road
7442,University,1920,6,2300,2013,6,Flat,412000,197 Faculty Court
7443,University,2014,2,1020,2014,2,Terraced,183000,162 Research Boulevard
7444,Old Town,1925,5,1612,2020,5,Terraced,236200,74 Cobbler’s Alley
7445,New Development,1975,4,1697,2019,4,Flat,280610,194 Rosehip Road
7446,New Development,1972,6,1988,2014,6,Bungalow,348440,21 Sycamore Way
7447,University,2004,4,1386,2012,4,Flat,254040,87 Graduation Way
7448,Old Town,1986,1,743,2019,1,Bungalow,89300,158 Church Road
7449,City Centre,2005,6,2023,2014,5,Semi-detached,388450,125 Castle Lane
7450,University,1904,3,1467,2014,3,Terraced,250380,164 Lecture Hall Lane
7451,University,1908,2,1110,2011,2,Flat,185400,121 College Road
7452,City Centre,2018,2,952,2018,2,Flat,172800,59 Merchant Street
7453,City Centre,1949,6,2521,2012,6,Detached,468150,132 Clock Tower Road
7454,City Centre,1909,1,681,2012,1,Flat,117150,149 King Street
7455,Old Town,2012,2,993,2014,2,Detached,129300,79 School House Lane
7456,University,1957,1,725,2018,1,Detached,109250,9 Seminar Terrace
7457,University,1909,5,2410,2011,5,Bungalow,412400,190 Research Boulevard
7458,University,1977,4,1788,2018,3,Detached,305320,42 Lab Street
7459,New Development,1935,3,1291,2012,3,Bungalow,212830,66 Oak Lane
7460,University,1973,4,1621,2022,4,Terraced,286940,48 College Road
7461,Old Town,1955,4,1283,2021,4,Semi-detached,188300,30 Bell Tower Street
7462,City Centre,2017,5,2151,2017,5,Semi-detached,397650,77 Market Lane
7463,New Development,1961,2,1090,2021,2,Detached,171700,70 Rosehip Road
7464,Old Town,2013,3,1343,2013,3,Semi-detached,179300,100 Bell Tower Street
7465,City Centre,1936,2,1072,2010,2,Semi-detached,190800,25 Bridge Street
7466,New Development,1940,6,1592,2017,6,Terraced,296960,147 Aspen Gardens
7467,University,2001,4,1384,2018,4,Flat,198400,182 Varsity Place
7468,University,1947,6,2740,2012,6,Semi-detached,446200,24 Research Boulevard
7469,New Development,1921,1,687,2015,1,Terraced,104310,79 Silverleaf Way
7470,Old Town,1986,4,1751,2012,4,Semi-detached,235100,56 Church Road
7471,University,1979,2,925,2015,2,Detached,159500,152 Lab Street
7472,Old Town,1960,4,1512,2016,4,Flat,211200,143 School House Lane
7473,New Development,1974,1,793,2014,1,Terraced,118090,82 Dahlia Court
7474,University,2016,5,1861,2016,5,Detached,316930,130 Seminar Terrace
7475,Old Town,2010,6,2357,2017,6,Semi-detached,325700,19 Stable Mews
7476,City Centre,2014,6,2239,2022,6,Semi-detached,425850,150 Union Street
7477,City Centre,1998,2,1025,2014,2,Flat,183750,119 Clock Tower Road
7478,City Centre,1947,4,1642,2010,4,Flat,306300,15 Market Lane
7479,University,1963,2,802,2021,1,Semi-detached,145300,52 Campus Avenue
7480,University,2016,5,2019,2018,5,Detached,276900,66 Union Street
7481,University,1983,4,1492,2012,4,Terraced,268880,4 Exam Square
7482,City Centre,1936,4,1956,2011,3,Bungalow,348400,175 Queen Avenue
7483,New Development,1940,2,923,2012,2,Semi-detached,149990,108 Bluebell View
7484,City Centre,1904,2,953,2016,2,Detached,172950,123 Exchange Place
7485,University,1999,1,822,2021,1,Detached,130080,132 Research Boulevard
7486,Old Town,1976,5,2081,2020,5,Semi-detached,283100,173 The Old Yard
7487,University,1951,1,651,2021,1,Semi-detached,106140,97 Alumni Grove
7488,University,1916,6,2253,2019,6,Flat,405420,64 Exam Square
7489,University,1989,4,1356,2017,4,Terraced,249840,164 Varsity Place
7490,University,2015,2,1026,2015,2,Flat,183900,45 Alumni Grove
7491,City Centre,2007,4,1439,2022,4,Terraced,275850,65 Crown Street
7492,University,1961,4,1973,2016,4,Bungalow,336220,30 Campus Avenue
7493,Old Town,1951,3,1363,2020,3,Terraced,181300,3 Butcher’s Row
7494,City Centre,2020,6,2358,2020,6,Semi-detached,443700,185 Albert Walk
7495,Old Town,2022,3,1442,2022,3,Detached,189200,57 Castle View
7496,University,1919,4,1812,2016,4,Bungalow,331800,143 Research Boulevard
7497,Old Town,2002,2,931,2010,1,Terraced,118100,20 The Old Yard
7498,City Centre,1996,4,1619,2010,4,Detached,302850,47 Crown Street
7499,University,1993,6,2066,2015,6,Terraced,379240,66 Graduation Way
7500,New Development,1915,3,1614,2018,2,Bungalow,249820,19 Ivy Boulevard
7501,University,1906,2,771,2010,2,Semi-detached,130230,109 Alumni Grove
7502,Old Town,1993,4,1485,2012,4,Detached,208500,182 Mill Street
7503,Old Town,1965,5,1880,2022,5,Semi-detached,263000,10 Castle View
7504,University,1911,6,2241,2014,5,Flat,398740,58 Study Mews
7505,University,1942,6,2235,2013,5,Flat,397900,22 Faculty Court
7506,Old Town,1939,5,1888,2010,5,Semi-detached,263800,119 The Green
7507,New Development,1900,4,1568,2019,4,Terraced,263840,76 Horizon Close
7508,University,1957,6,2272,2013,6,Detached,408080,103 Research Boulevard
7509,Old Town,1902,2,1046,2013,2,Detached,134600,195 The Old Yard
7510,University,1907,4,1958,2020,4,Flat,334120,73 Seminar Terrace
7511,University,1989,4,1956,2021,4,Flat,333840,90 Exam Square
7512,City Centre,2003,3,1345,2019,3,Detached,246750,56 Grand Arcade
7513,University,1974,6,2051,2022,6,Flat,377140,138 Alumni Grove
7514,University,1960,6,2072,2013,6,Bungalow,297200,84 Study Mews
7515,University,1984,5,1571,2012,5,Flat,294940,153 Lecture Hall Lane
7516,University,1904,3,1443,2016,3,Detached,189300,76 Seminar Terrace
7517,City Centre,2003,3,1293,2010,2,Semi-detached,233950,126 Cathedral Row
7518,City Centre,1925,6,2331,2011,6,Bungalow,439650,132 Albert Walk
7519,New Development,1984,4,1667,2010,4,Semi-detached,276710,190 Oak Lane
7520,City Centre,1972,3,1195,2013,3,Semi-detached,224250,167 Clock Tower Road
7521,City Centre,1916,5,1695,2014,4,Semi-detached,324250,76 Albert Walk
7522,Old Town,2000,3,1232,2020,2,Semi-detached,163200,69 Chapel Walk
7523,New Development,2014,5,2021,2019,5,Semi-detached,337730,76 Willow Heights
7524,City Centre,2014,3,1288,2014,3,Bungalow,238200,84 Parliament Street
7525,University,1965,5,1459,2011,5,Terraced,279260,76 Dean’s View
7526,New Development,1950,3,1146,2020,2,Bungalow,188980,163 Magnolia Row
7527,City Centre,2018,3,1260,2018,3,Semi-detached,234000,117 Albert Walk
7528,New Development,1946,2,997,2013,2,Semi-detached,159610,138 Willow Heights
7529,City Centre,1939,5,2029,2019,5,Terraced,379350,79 Clock Tower Road
7530,Old Town,1991,5,1910,2015,5,Bungalow,266000,68 Stable Mews
7531,New Development,2019,5,1809,2019,4,Flat,305170,95 Ivy Boulevard
7532,New Development,1926,1,680,2021,1,Detached,103400,127 Willow Heights
7533,City Centre,1939,3,1330,2011,3,Semi-detached,244500,179 Bridge Street
7534,New Development,1900,5,2005,2011,5,Terraced,335650,192 Maple Drive
7535,University,1945,6,2101,2018,6,Terraced,405150,44 Lab Street
7536,University,1910,1,646,2021,1,Flat,105440,157 Research Boulevard
7537,New Development,1938,2,990,2011,2,Bungalow,158700,139 Silverleaf Way
7538,New Development,1917,5,1738,2011,5,Semi-detached,300940,10 Oak Lane
7539,Old Town,1990,5,1972,2012,5,Flat,272200,152 Heritage Close
7540,Old Town,1946,1,774,2018,1,Detached,92400,74 Stable Mews
7541,University,1973,3,1097,2015,2,Flat,182610,195 Seminar Terrace
7542,University,1999,6,2545,2020,6,Flat,344500,93 Campus Avenue
7543,New Development,1920,2,1047,2021,2,Terraced,166110,44 Magnolia Row
7544,City Centre,1927,5,2176,2015,5,Flat,401400,147 King Street
7545,New Development,1900,3,1235,2021,3,Terraced,205550,94 Juniper Walk
7546,University,1913,6,1766,2019,6,Terraced,319580,161 Varsity Place
7547,University,1919,6,2254,2014,6,Bungalow,405560,26 Lecture Hall Lane
7548,Old Town,2015,2,1140,2016,1,Detached,139000,38 Butcher’s Row
7550,University,1972,6,1927,2013,6,Semi-detached,359780,156 Chancellor Road
7551,University,1944,4,1717,2019,4,Semi-detached,317550,174 Seminar Terrace
7552,City Centre,1960,6,2046,2019,6,Semi-detached,396900,62 Exchange Place
7553,City Centre,1926,2,1167,2012,1,Semi-detached,200050,174 High Street
7554,University,2021,1,733,2021,1,Flat,117620,118 College Road
7555,New Development,2012,2,928,2019,2,Detached,150640,179 Willow Heights
7556,City Centre,1955,2,944,2010,2,Bungalow,171600,131 Bridge Street
7557,City Centre,1951,1,674,2015,1,Semi-detached,116100,166 Albert Walk
7558,University,1967,1,698,2022,1,Terraced,112720,57 Freshers Row
7559,Old Town,1936,3,1346,2020,3,Flat,179600,111 Castle View
7560,University,1981,6,2269,2020,6,Flat,407660,95 College Road
7561,University,1930,3,1131,2020,2,Terraced,153100,59 Scholar’s Walk
7562,City Centre,1948,1,745,2011,1,Detached,126750,85 Grand Arcade
7563,City Centre,1952,4,1542,2011,4,Flat,291300,79 King Street
7564,University,1938,4,1414,2020,4,Semi-detached,243820,52 Union Street
7565,New Development,1909,2,954,2017,2,Bungalow,154020,51 Blossom Rise
7566,Old Town,1908,5,2154,2012,4,Terraced,285400,127 Castle View
7567,City Centre,1991,2,1019,2018,2,Flat,182850,8 Exchange Place
7568,City Centre,1991,2,1028,2013,2,Flat,184200,171 Grand Arcade
7569,University,1912,5,1608,2015,4,Bungalow,295120,33 Freshers Row
7570,City Centre,1917,6,2240,2010,6,Flat,426000,158 Bridge Street
7571,City Centre,1911,1,750,2020,1,Terraced,127500,125 Albert Walk
7572,University,1971,4,1239,2019,4,Detached,233460,37 Seminar Terrace
7573,University,1986,2,961,2019,2,Terraced,164540,146 Freshers Row
7574,City Centre,2013,5,2056,2013,5,Semi-detached,383400,155 Crown Street
7575,New Development,1904,3,1324,2013,3,Flat,217120,47 Silverleaf Way
7576,New Development,1906,2,898,2014,2,Terraced,146740,36 Maple Drive
7577,University,1914,4,1680,2022,4,Terraced,312000,68 Faculty Court
7578,New Development,1966,1,642,2010,1,Flat,98460,170 Dahlia Court
7579,University,1917,2,913,2013,2,Flat,157820,159 Exam Square
7580,New Development,1937,2,924,2014,2,Semi-detached,150120,35 Magnolia Row
7581,University,1925,6,2663,2013,6,Detached,489450,146 Library Lane
7582,New Development,1937,5,1483,2019,5,Bungalow,267790,4 Dahlia Court
7583,City Centre,1958,3,1061,2019,3,Detached,204150,155 King Street
7584,University,1951,3,1342,2016,3,Semi-detached,219460,178 Lab Street
7585,City Centre,1932,1,705,2017,1,Terraced,120750,50 Crown Street
7586,City Centre,1920,4,1506,2021,4,Detached,285900,106 Parliament Street
7587,New Development,1916,1,701,2017,1,Detached,106130,102 Rosehip Road
7588,University,2006,2,894,2012,2,Bungalow,146220,66 Dean’s View
7589,University,1961,2,1009,2022,2,Bungalow,171260,140 Study Mews
7590,Old Town,1958,3,1331,2014,3,Bungalow,178100,83 Heritage Close
7591,City Centre,2019,4,1843,2019,3,Bungalow,331450,185 High Street
7592,City Centre,1901,5,2377,2017,5,Flat,431550,42 Station Road
7593,City Centre,1963,4,1546,2016,4,Terraced,291900,128 Market Lane
7594,City Centre,1924,2,873,2018,2,Detached,160950,119 Prince’s Gate
7595,University,1940,5,1996,2022,4,Terraced,329480,137 Research Boulevard
7596,New Development,1918,4,1573,2019,4,Detached,264490,163 Oak Lane
7597,Old Town,1937,4,1564,2016,4,Bungalow,216400,64 Butcher’s Row
7598,City Centre,1924,5,1497,2011,5,Flat,299550,8 Victoria Parade
7599,Old Town,1938,2,1010,2013,2,Semi-detached,131000,54 Chapel Walk
7600,University,1903,4,1685,2021,4,Bungalow,295900,182 Lab Street
7601,Old Town,1902,5,2148,2021,5,Semi-detached,289800,7 Pillory Hill
7602,Old Town,1933,6,2048,2017,6,Flat,294800,186 The Old Yard
7603,University,2005,6,1952,2018,6,Terraced,363280,44 Graduation Way
7604,University,1909,2,949,2016,2,Detached,162860,16 Lecture Hall Lane
7605,Old Town,2012,5,2133,2014,5,Semi-detached,288300,195 School House Lane
7606,University,1926,6,2616,2010,6,Terraced,456240,112 College Road
7607,Old Town,2011,5,2180,2018,5,Bungalow,293000,8 Abbey Lane
7608,New Development,1989,4,1730,2021,4,Bungalow,284900,77 Rosehip Road
7609,New Development,1990,2,997,2015,2,Semi-detached,159610,62 Ivy Boulevard
7610,Old Town,1900,6,2237,2011,6,Detached,313700,147 Chapel Walk
7611,University,1943,4,1654,2020,4,Flat,291560,111 Seminar Terrace
7612,University,1983,1,687,2019,1,Flat,111180,158 Dean’s View
7613,New Development,1951,1,744,2019,1,Semi-detached,111720,144 Magnolia Row
7614,New Development,1924,2,835,2011,2,Semi-detached,138550,26 Ivy Boulevard
7615,University,1973,6,1760,2019,6,Bungalow,336400,91 Campus Avenue
7616,University,1964,6,1704,2010,6,Terraced,328560,62 Graduation Way
7617,University,1979,6,1959,2021,6,Flat,364260,174 Lab Street
7618,University,1910,5,2237,2013,5,Bungalow,388180,44 Seminar Terrace
7619,Old Town,1967,4,1362,2019,4,Semi-detached,196200,196 Mill Street
7620,University,1998,6,1854,2020,6,Flat,349560,41 Varsity Place
7621,New Development,2020,4,1435,2022,4,Flat,246550,12 Bluebell View
7622,University,1976,2,1111,2011,1,Detached,169430,44 Academic Crescent
7623,City Centre,1984,6,2631,2019,6,Semi-detached,484650,178 Merchant Street
7624,University,1914,2,1102,2020,2,Bungalow,184280,186 Dean’s View
7625,University,1956,6,2523,2018,5,Semi-detached,337300,85 Exam Square
7626,City Centre,1973,1,783,2011,1,Terraced,132450,192 Union Street
7627,University,1963,3,1031,2020,3,Semi-detached,199650,179 Lecture Hall Lane
7628,Old Town,2001,2,878,2018,2,Bungalow,117800,29 Cobbler’s Alley
7629,City Centre,1910,6,1990,2010,5,Detached,383500,126 Market Lane
7630,City Centre,2020,3,1316,2020,2,Bungalow,237400,53 Cathedral Row
7631,New Development,1995,2,1010,2015,2,Semi-detached,161300,163 Rosehip Road
7632,City Centre,1996,5,1929,2015,5,Flat,364350,121 Albert Walk
7633,Old Town,1919,6,2450,2011,5,Terraced,330000,152 School House Lane
7634,University,1999,5,1421,2010,4,Flat,268940,143 Academic Crescent
7635,University,1929,1,693,2019,1,Bungalow,112020,143 Alumni Grove
7636,University,2021,6,2280,2021,6,Flat,409200,121 Alumni Grove
7637,New Development,1909,1,684,2017,1,Flat,103920,65 Willow Heights
7638,New Development,1953,3,1328,2011,3,Bungalow,217640,64 Chestnut Mews
7639,New Development,1957,2,1102,2013,2,Semi-detached,173260,8 Maple Drive
7640,Old Town,1978,4,1612,2022,4,Detached,221200,174 Old Forge Lane
7641,University,1928,1,807,2022,1,Bungalow,127980,177 Scholar’s Walk
7642,Old Town,1900,4,1790,2013,3,Bungalow,234000,171 The Old Yard
7643,Old Town,1957,4,1653,2011,4,Flat,225300,186 Old Forge Lane
7644,City Centre,1920,2,1050,2020,2,Flat,187500,11 High Street
7645,University,1914,3,1411,2018,3,Flat,242540,176 Lecture Hall Lane
7646,City Centre,1966,2,1169,2021,1,Semi-detached,200350,9 Queen Avenue
7647,New Development,1932,6,2552,2013,6,Bungalow,421760,128 Juniper Walk
7648,New Development,1937,1,726,2013,1,Flat,109380,122 Magnolia Row
7649,Old Town,1918,4,1454,2013,4,Flat,205400,21 School House Lane
7650,Old Town,1903,2,1041,2014,2,Semi-detached,134100,45 Castle View
7651,City Centre,1975,2,1058,2019,2,Bungalow,188700,199 High Street
7652,City Centre,1988,2,1078,2021,2,Flat,191700,137 King Street
7653,Old Town,1997,1,663,2021,1,Flat,81300,174 School House Lane
7654,University,1980,3,1411,2017,3,Detached,242540,104 Lecture Hall Lane
7655,Old Town,1957,2,1080,2013,2,Terraced,138000,84 Cobbler’s Alley
7656,University,1969,1,640,2012,1,Terraced,104600,145 Seminar Terrace
7657,City Centre,1911,4,1360,2020,4,Terraced,264000,42 Prince’s Gate
7658,New Development,1978,6,2535,2010,6,Terraced,419550,8 Birch Grove
7659,New Development,1916,5,1686,2011,4,Detached,289180,125 Blossom Rise
7660,City Centre,1900,1,777,2013,1,Terraced,131550,85 Prince’s Gate
7661,City Centre,1913,5,1830,2018,5,Semi-detached,349500,199 College Crescent
7662,New Development,2018,2,1038,2018,2,Flat,164940,12 Silverleaf Way
7663,University,1901,2,1034,2015,2,Flat,174760,12 Library Lane
7664,City Centre,1903,1,664,2015,1,Semi-detached,114600,106 Victoria Parade
7665,University,2015,5,2248,2019,5,Flat,389720,129 College Road
7666,University,1965,2,972,2012,2,Flat,166080,83 Study Mews
7667,New Development,2017,4,1612,2019,4,Bungalow,269560,83 Bluebell View
7668,University,1989,3,1003,2018,3,Terraced,185420,74 Scholar’s Walk
7669,University,1945,3,1100,2019,3,Terraced,188000,143 College Road
7670,City Centre,1949,2,1113,2012,2,Detached,196950,12 Bridge Street
7671,Old Town,1959,5,1899,2010,5,Flat,264900,120 Town Gate
7672,University,2003,6,2024,2011,5,Flat,287400,85 Graduation Way
7673,Old Town,1951,2,943,2013,2,Flat,124300,158 Cobbler’s Alley
7674,Old Town,1996,6,2365,2013,6,Detached,326500,34 The Old Yard
7675,Old Town,1947,6,2578,2011,5,Bungalow,342800,175 Bell Tower Street
7676,University,1938,5,1760,2019,5,Bungalow,251000,22 Lab Street
7677,University,1969,6,2529,2015,5,Terraced,439060,129 Campus Avenue
7678,University,1959,4,1568,2015,4,Flat,279520,194 Scholar’s Walk
7679,Old Town,1929,5,2025,2012,4,Flat,272500,22 Stable Mews
7680,City Centre,1985,2,822,2010,2,Semi-detached,153300,33 High Street
7681,City Centre,1926,4,1279,2019,4,Terraced,251850,26 King Street
7682,University,1982,1,741,2018,1,Flat,118740,128 Campus Avenue
7683,University,1973,3,1341,2013,3,Flat,232740,148 Chancellor Road
7684,Old Town,1954,2,1040,2018,2,Terraced,134000,25 School House Lane
7685,City Centre,1969,2,892,2014,2,Semi-detached,163800,80 Grand Arcade
7686,New Development,1925,2,958,2016,1,Terraced,149540,50 Oak Lane
7687,Old Town,1941,4,1266,2012,4,Flat,186600,112 Stable Mews
7688,University,2020,1,658,2020,1,Flat,107120,122 Academic Crescent
7689,University,2014,5,1894,2017,5,Bungalow,340160,123 Campus Avenue
7691,New Development,2015,4,1457,2017,4,Flat,249410,174 Maple Drive
7692,City Centre,1966,2,1055,2017,2,Semi-detached,188250,69 George Square
7693,University,1951,3,1294,2012,3,Flat,226160,77 Seminar Terrace
7694,Old Town,1905,2,977,2010,2,Terraced,127700,76 Town Gate
7695,University,2012,5,1921,2018,5,Semi-detached,324730,55 Varsity Place
7696,University,2013,6,2830,2013,6,Semi-detached,514500,5 Alumni Grove
7697,Old Town,1909,3,1276,2016,3,Flat,172600,133 Abbey Lane
7698,University,1937,2,1095,2018,1,Bungalow,134500,180 Library Lane
7699,University,1976,3,1382,2012,3,Semi-detached,224660,92 Scholar’s Walk
7700,New Development,2001,6,2126,2014,6,Semi-detached,366380,157 Cedar Crescent
7701,New Development,1911,1,622,2019,1,Semi-detached,95860,199 Rosehip Road
7702,University,1945,4,1475,2020,4,Flat,266500,51 Professor’s Close
7703,City Centre,1948,2,1008,2022,2,Bungalow,181200,177 Exchange Place
7704,University,2017,5,1874,2017,5,Flat,337360,149 Research Boulevard
7705,University,1990,1,765,2014,1,Flat,114450,108 Lecture Hall Lane
7706,New Development,2020,2,927,2020,2,Terraced,150510,22 Rosehip Road
7707,New Development,1971,1,693,2011,1,Detached,105090,22 Horizon Close
7708,University,1962,5,2034,2013,5,Flat,359760,171 Seminar Terrace
7709,Old Town,2021,2,972,2021,2,Terraced,127200,15 The Old Yard
7710,New Development,1968,6,2492,2011,5,Flat,408960,7 Oak Lane
7711,University,1999,6,1874,2012,6,Detached,352360,113 Faculty Court
7712,University,2001,5,1520,2014,4,Semi-detached,267600,18 Study Mews
7713,University,1942,3,1257,2018,3,Flat,220980,80 Varsity Place
7714,City Centre,1993,5,1882,2012,5,Semi-detached,357300,176 Crown Street
7715,University,1959,3,1333,2019,3,Bungalow,244950,194 Seminar Terrace
7716,University,2000,2,1014,2015,2,Flat,171960,93 Research Boulevard
7717,New Development,1928,3,1239,2013,3,Detached,206070,182 Juniper Walk
7718,University,1985,2,849,2013,1,Flat,143860,91 Chancellor Road
7719,City Centre,1977,2,988,2020,1,Terraced,173200,105 Parliament Street
7720,University,1973,4,1392,2022,4,Terraced,254880,3 Library Lane
7721,City Centre,1910,2,1007,2019,2,Detached,181050,20 Parliament Street
7722,City Centre,1934,3,1134,2019,3,Detached,215100,176 Station Road
7723,Old Town,1922,4,1676,2022,4,Detached,227600,65 Castle View
7724,New Development,1971,4,1934,2014,4,Terraced,311420,41 Silverleaf Way
7725,University,1920,2,927,2020,2,Flat,159780,104 Freshers Row
7726,New Development,1936,5,1584,2016,5,Semi-detached,280920,130 Juniper Walk
7727,New Development,1927,5,2186,2020,5,Terraced,359180,26 Horizon Close
7728,City Centre,2015,6,2730,2015,6,Flat,499500,51 Merchant Street
